text,Word,Sentence #,indexloc
,提携,88,6
,共同,88,7
,記者,88,8
,発表,88,9
,会,88,10
,2019,88,11
,年,88,12
,5,88,13
,⽉,88,14
,17,88,15
,⽇,88,16
,シダックス・カルチャービレッジ,88,17
,2,88,18
,階,88,19
,会議,88,20
,室,88,21
,本,88,22
,⽇,88,23
,出席,88,24
,者,88,25
,1,88,26
,➢,88,27
,シダックス,88,28
,株式会社,88,29
,代表,88,30
,取締役,88,31
,会,88,32
,⻑兼,88,33
,社,88,34
,⻑志,88,35
,太,88,36
,勤,88,37
,⼀,88,38
,（,88,39
,しだ,88,40
,きん,88,41
,いち,88,42
,）➢,88,43
,シダックス,88,44
,株式会社,88,45
,取締役,88,46
,経営,88,47
,企画,88,48
,本部,88,49
,⻑⼭,88,50
,本,88,51
,⼤介,88,52
,（,88,53
,やまもと,88,54
,だい,88,55
,すけ,88,56
,）➢,88,57
,ユニゾン・キャピタル,88,58
,株式会社,88,59
,代表,88,60
,取締役,88,61
,パートナー,88,62
,川,88,63
,﨑達,88,64
,⽣,88,65
,（,88,66
,かわさ,88,67
,き,88,68
,たつお,88,69
,）,88,70
,➢,88,71
,ユニゾン・キャピタル,88,72
,株式会社,88,73
,ディレクター,88,74
,⽊村,88,75
,陽,88,76
,太,88,77
,（,88,78
,き,88,79
,むら,88,80
,よう,88,81
,た,88,82
,）,88,83
,Copyright,88,84
,(,88,85
,C,88,86
,),88,87
,2019,88,88
,S,88,89
,H,88,90
,i,88,91
,D,88,92
,A,88,93
,X,88,94
,C,88,95
,O,88,96
,RPORATIONandUnisonCapital,88,97
,",",88,98
,Inc,88,99
,.,88,100
,Allrightsreserved,88,101
,.,88,102
,ユニゾン・キャピタル,88,103
,と,88,104
,の,88,105
,資本,88,106
,業務,88,107
,提携,88,108
,の,88,109
,経緯,88,110
,について,88,111
,シダックス,88,112
,株式会社,88,113
,代表,88,114
,取締役,88,115
,会,88,116
,⻑兼,88,117
,社,88,118
,⻑志,88,119
,太,88,120
,勤,88,121
,⼀,88,122
,Copyright,88,123
,(,88,124
,C,88,125
,),88,126
,2019,88,127
,S,88,128
,H,88,129
,i,88,130
,D,88,131
,A,88,132
,X,88,133
,C,88,134
,O,88,135
,RPORATIONan,88,136
"シダックス 株式会社 ユニゾン・キャピタル 株式会社 資本 業務 提携 共同 記者 発表 会 2019 年 5 ⽉ 17 ⽇ シダックス・カルチャービレッジ 2 階 会議 室 本 ⽇ 出席 者 1 ➢ シダックス 株式会社 代表 取締役 会 ⻑兼 社 ⻑志 太 勤 ⼀ （ しだ きん いち ）➢ シダックス 株式会社 取締役 経営 企画 本部 ⻑⼭ 本 ⼤介 （ やまもと だい すけ ）➢ ユニゾン・キャピタル 株式会社 代表 取締役 パートナー 川 﨑達 ⽣ （ かわさ き たつお ） ➢ ユニゾン・キャピタル 株式会社 ディレクター ⽊村 陽 太 （ き むら よう た ） Copyright ( C ) 2019 S H i D A X C O RPORATIONandUnisonCapital , Inc . Allrightsreserved . ユニゾン・キャピタル と の 資本 業務 提携 の 経緯 について シダックス 株式会社 代表 取締役 会 ⻑兼 社 ⻑志 太 勤 ⼀ Copyright ( C ) 2019 S H i D A X C O RPORATIONan",シダックス,89,0
,株式会社,89,1
,ユニゾン・キャピタル,89,2
,株式会社,89,3
,資本,89,4
,業務,89,5
,提携,89,6
,共同,89,7
,記者,89,8
,発表,89,9
,会,89,10
,2019,89,11
,年,89,12
,5,89,13
,⽉,89,14
,17,89,15
,⽇,89,16
,シダックス・カルチャービレッジ,89,17
,2,89,18
,階,89,19
,会議,89,20
,室,89,21
,本,89,22
,⽇,89,23
,出席,89,24
,者,89,25
,1,89,26
,➢,89,27
,シダックス,89,28
,株式会社,89,29
,代表,89,30
,取締役,89,31
,会,89,32
,⻑兼,89,33
,社,89,34
,⻑志,89,35
,太,89,36
,勤,89,37
,⼀,89,38
,（,89,39
,しだ,89,40
,きん,89,41
,いち,89,42
,）➢,89,43
,シダックス,89,44
,株式会社,89,45
,取締役,89,46
,経営,89,47
,企画,89,48
,本部,89,49
,⻑⼭,89,50
,本,89,51
,⼤介,89,52
,（,89,53
,やまもと,89,54
,だい,89,55
,すけ,89,56
,）➢,89,57
,ユニゾン・キャピタル,89,58
,株式会社,89,59
,代表,89,60
,取締役,89,61
,パートナー,89,62
,川,89,63
,﨑達,89,64
,⽣,89,65
,（,89,66
,かわさ,89,67
,き,89,68
,たつお,89,69
,）,89,70
,➢,89,71
,ユニゾン・キャピタル,89,72
,株式会社,89,73
,ディレクター,89,74
,⽊村,89,75
,陽,89,76
,太,89,77
,（,89,78
,き,89,79
,むら,89,80
,よう,89,81
,た,89,82
,）,89,83
,Copyright,89,84
,(,89,85
,C,89,86
,),89,87
,2019,89,88
,S,89,89
,H,89,90
,i,89,91
,D,89,92
,A,89,93
,X,89,94
,C,89,95
,O,89,96
,RPORATIONandUnisonCapital,89,97
,",",89,98
,Inc,89,99
,.,89,100
,Allrightsreserved,89,101
,.,89,102
,ユニゾン・キャピタル,89,103
,と,89,104
,の,89,105
,資本,89,106
,業務,89,107
,提携,89,108
,の,89,109
,経緯,89,110
,について,89,111
,シダックス,89,112
,株式会社,89,113
,代表,89,114
,取締役,89,115
,会,89,116
,⻑兼,89,117
,社,89,118
,⻑志,89,119
,太,89,120
,勤,89,121
,⼀,89,122
,Copyright,89,123
,(,89,124
,C,89,125
,),89,126
,2019,89,127
,S,89,128
,H,89,129
,i,89,130
,D,89,131
,A,89,132
,X,89,133
,C,89,134
,O,89,135
,RPORATIONan,89,136
"シダックス 株式会社 ユニゾン・キャピタル 株式会社 資本 業務 提携 共同 記者 発表 会 2019 年 5 ⽉ 17 ⽇ シダックス・カルチャービレッジ 2 階 会議 室 本 ⽇ 出席 者 1 ➢ シダックス 株式会社 代表 取締役 会 ⻑兼 社 ⻑志 太 勤 ⼀ （ しだ きん いち ）➢ シダックス 株式会社 取締役 経営 企画 本部 ⻑⼭ 本 ⼤介 （ やまもと だい すけ ）➢ ユニゾン・キャピタル 株式会社 代表 取締役 パートナー 川 﨑達 ⽣ （ かわさ き たつお ） ➢ ユニゾン・キャピタル 株式会社 ディレクター ⽊村 陽 太 （ き むら よう た ） Copyright ( C ) 2019 S H i D A X C O RPORATIONandUnisonCapital , Inc . Allrightsreserved . ユニゾン・キャピタル と の 資本 業務 提携 の 経緯 について シダックス 株式会社 代表 取締役 会 ⻑兼 社 ⻑志 太 勤 ⼀ Copyright ( C ) 2019 S H i D A X C O RPORATIONan",シダックス,90,0
,株式会社,90,1
,ユニゾン・キャピタル,90,2
,株式会社,90,3
,資本,90,4
,業務,90,5
,提携,90,6
,共同,90,7
,記者,90,8
,発表,90,9
,会,90,10
,2019,90,11
,年,90,12
,5,90,13
,⽉,90,14
,17,90,15
,⽇,90,16
,シダックス・カルチャービレッジ,90,17
,2,90,18
,階,90,19
,会議,90,20
,室,90,21
,本,90,22
,⽇,90,23
,出席,90,24
,者,90,25
,1,90,26
,➢,90,27
,シダックス,90,28
,株式会社,90,29
,代表,90,30
,取締役,90,31
,会,90,32
,⻑兼,90,33
,社,90,34
,⻑志,90,35
,太,90,36
,勤,90,37
,⼀,90,38
,（,90,39
,しだ,90,40
,きん,90,41
,いち,90,42
,）➢,90,43
,シダックス,90,44
,株式会社,90,45
,取締役,90,46
,経営,90,47
,企画,90,48
,本部,90,49
,⻑⼭,90,50
,本,90,51
,⼤介,90,52
,（,90,53
,やまもと,90,54
,だい,90,55
,すけ,90,56
,）➢,90,57
,ユニゾン・キャピタル,90,58
,株式会社,90,59
,代表,90,60
,取締役,90,61
,パートナー,90,62
,川,90,63
,﨑達,90,64
,⽣,90,65
,（,90,66
,かわさ,90,67
,き,90,68
,たつお,90,69
,）,90,70
,➢,90,71
,ユニゾン・キャピタル,90,72
,株式会社,90,73
,ディレクター,90,74
,⽊村,90,75
,陽,90,76
,太,90,77
,（,90,78
,き,90,79
,むら,90,80
,よう,90,81
,た,90,82
,）,90,83
,Copyright,90,84
,(,90,85
,C,90,86
,),90,87
,2019,90,88
,S,90,89
,H,90,90
,i,90,91
,D,90,92
,A,90,93
,X,90,94
,C,90,95
,O,90,96
,RPORATIONandUnisonCapital,90,97
,",",90,98
,Inc,90,99
,.,90,100
,Allrightsreserved,90,101
,.,90,102
,ユニゾン・キャピタル,90,103
,と,90,104
,の,90,105
,資本,90,106
,業務,90,107
,提携,90,108
,の,90,109
,経緯,90,110
,について,90,111
,シダックス,90,112
,株式会社,90,113
,代表,90,114
,取締役,90,115
,会,90,116
,⻑兼,90,117
,社,90,118
,⻑志,90,119
,太,90,120
,勤,90,121
,⼀,90,122
,Copyright,90,123
,(,90,124
,C,90,125
,),90,126
,2019,90,127
,S,90,128
,H,90,129
,i,90,130
,D,90,131
,A,90,132
,X,90,133
,C,90,134
,O,90,135
,RPORATIONan,90,136
"シダックス 株式会社 ユニゾン・キャピタル 株式会社 資本 業務 提携 共同 記者 発表 会 2019 年 5 ⽉ 17 ⽇ シダックス・カルチャービレッジ 2 階 会議 室 本 ⽇ 出席 者 1 ➢ シダックス 株式会社 代表 取締役 会 ⻑兼 社 ⻑志 太 勤 ⼀ （ しだ きん いち ）➢ シダックス 株式会社 取締役 経営 企画 本部 ⻑⼭ 本 ⼤介 （ やまもと だい すけ ）➢ ユニゾン・キャピタル 株式会社 代表 取締役 パートナー 川 﨑達 ⽣ （ かわさ き たつお ） ➢ ユニゾン・キャピタル 株式会社 ディレクター ⽊村 陽 太 （ き むら よう た ） Copyright ( C ) 2019 S H i D A X C O RPORATIONandUnisonCapital , Inc . Allrightsreserved . ユニゾン・キャピタル と の 資本 業務 提携 の 経緯 について シダックス 株式会社 代表 取締役 会 ⻑兼 社 ⻑志 太 勤 ⼀ Copyright ( C ) 2019 S H i D A X C O RPORATIONan",シダックス,91,0
,株式会社,91,1
,ユニゾン・キャピタル,91,2
,株式会社,91,3
,資本,91,4
,業務,91,5
,提携,91,6
,共同,91,7
,記者,91,8
,発表,91,9
,会,91,10
,2019,91,11
,年,91,12
,5,91,13
,⽉,91,14
,17,91,15
,⽇,91,16
,シダックス・カルチャービレッジ,91,17
,2,91,18
,階,91,19
,会議,91,20
,室,91,21
,本,91,22
,⽇,91,23
,出席,91,24
,者,91,25
,1,91,26
,➢,91,27
,シダックス,91,28
,株式会社,91,29
,代表,91,30
,取締役,91,31
,会,91,32
,⻑兼,91,33
,社,91,34
,⻑志,91,35
,太,91,36
,勤,91,37
,⼀,91,38
,（,91,39
,しだ,91,40
,きん,91,41
,いち,91,42
,）➢,91,43
,シダックス,91,44
,株式会社,91,45
,取締役,91,46
,経営,91,47
,企画,91,48
,本部,91,49
,⻑⼭,91,50
,本,91,51
,⼤介,91,52
,（,91,53
,やまもと,91,54
,だい,91,55
,すけ,91,56
,）➢,91,57
,ユニゾン・キャピタル,91,58
,株式会社,91,59
,代表,91,60
,取締役,91,61
,パートナー,91,62
,川,91,63
,﨑達,91,64
,⽣,91,65
,（,91,66
,かわさ,91,67
,き,91,68
,たつお,91,69
,）,91,70
,➢,91,71
,ユニゾン・キャピタル,91,72
,株式会社,91,73
,ディレクター,91,74
,⽊村,91,75
,陽,91,76
,太,91,77
,（,91,78
,き,91,79
,むら,91,80
,よう,91,81
,た,91,82
,）,91,83
,Copyright,91,84
,(,91,85
,C,91,86
,),91,87
,2019,91,88
,S,91,89
,H,91,90
,i,91,91
,D,91,92
,A,91,93
,X,91,94
,C,91,95
,O,91,96
,RPORATIONandUnisonCapital,91,97
,",",91,98
,Inc,91,99
,.,91,100
,Allrightsreserved,91,101
,.,91,102
,ユニゾン・キャピタル,91,103
,と,91,104
,の,91,105
,資本,91,106
,業務,91,107
,提携,91,108
,の,91,109
,経緯,91,110
,について,91,111
,シダックス,91,112
,株式会社,91,113
,代表,91,114
,取締役,91,115
,会,91,116
,⻑兼,91,117
,社,91,118
,⻑志,91,119
,太,91,120
,勤,91,121
,⼀,91,122
,Copyright,91,123
,(,91,124
,C,91,125
,),91,126
,2019,91,127
,S,91,128
,H,91,129
,i,91,130
,D,91,131
,A,91,132
,X,91,133
,C,91,134
,O,91,135
,RPORATIONan,91,136
2019 年 ５月 21 日 各位 会社 名 株式会社 パートナー エージェント 代表 者 名 代表 取締役 社長 佐藤 茂 （ コード 番号 ： 6181 東証 マザーズ ） Ｒ 担当 伊東 大輔 （ TEL . 03 - 5759 - 2700 ） 問合せ 先 Ｉ 当社 連結 子会社 と 株式会社 オーセモーション・プロダクツ と の 包括 的 業務 提携 に関する お知らせ 当社 の 連結 子会社 （ 孫 会社 ） で ある 株式会社 メイション （ 以下 、 「 メイション 」 ） は 、 株式会社 オーセモーション・プロダクツ （ 以下 、 「 オーセモーション・プロダクツ 」 ） と の 間 で 、 カジュアル ウェディング 業界 において 包括 的 業務 提携 を 行う こと について 合意 いたし まし た ので 、 以下 の とおり お知らせ いたし ます 。 １ ． 包括 的 業務 提携 の 理由 当社 の 連結 子会社 （ 孫 会社 ） で ある メイション は 、 設立 以来 、 カジュアル ウェディング 業界 で 新た な 結婚式 スタイル を 創造 し 、 ,2019,92,0
,年,92,1
,５月,92,2
,21,92,3
,日,92,4
,各位,92,5
,会社,92,6
,名,92,7
,株式会社,92,8
,パートナー,92,9
,エージェント,92,10
,代表,92,11
,者,92,12
,名,92,13
,代表,92,14
,取締役,92,15
,社長,92,16
,佐藤,92,17
,茂,92,18
,（,92,19
,コード,92,20
,番号,92,21
,：,92,22
,6181,92,23
,東証,92,24
,マザーズ,92,25
,）,92,26
,Ｒ,92,27
,担当,92,28
,伊東,92,29
,大輔,92,30
,（,92,31
,TEL,92,32
,.,92,33
,03,92,34
,-,92,35
,5759,92,36
,-,92,37
,2700,92,38
,）,92,39
,問合せ,92,40
,先,92,41
,Ｉ,92,42
,当社,92,43
,連結,92,44
,子会社,92,45
,と,92,46
,株式会社,92,47
,オーセモーション・プロダクツ,92,48
,と,92,49
,の,92,50
,包括,92,51
,的,92,52
,業務,92,53
,提携,92,54
,に関する,92,55
,お知らせ,92,56
,当社,92,57
,の,92,58
,連結,92,59
,子会社,92,60
,（,92,61
,孫,92,62
,会社,92,63
,）,92,64
,で,92,65
,ある,92,66
,株式会社,92,67
,メイション,92,68
,（,92,69
,以下,92,70
,、,92,71
,「,92,72
,メイション,92,73
,」,92,74
,）,92,75
,は,92,76
,、,92,77
,株式会社,92,78
,オーセモーション・プロダクツ,92,79
,（,92,80
,以下,92,81
,、,92,82
,「,92,83
,オーセモーション・プロダクツ,92,84
,」,92,85
,）,92,86
,と,92,87
,の,92,88
,間,92,89
,で,92,90
,、,92,91
,カジュアル,92,92
,ウェディング,92,93
,業界,92,94
,において,92,95
,包括,92,96
,的,92,97
,業務,92,98
,提携,92,99
,を,92,100
,行う,92,101
,こと,92,102
,について,92,103
,合意,92,104
,いたし,92,105
,まし,92,106
,た,92,107
,ので,92,108
,、,92,109
,以下,92,110
,の,92,111
,とおり,92,112
,お知らせ,92,113
,いたし,92,114
,ます,92,115
,。,92,116
,１,92,117
,．,92,118
,包括,92,119
,的,92,120
,業務,92,121
,提携,92,122
,の,92,123
,理由,92,124
,当社,92,125
,の,92,126
,連結,92,127
,子会社,92,128
,（,92,129
,孫,92,130
,会社,92,131
,）,92,132
,で,92,133
,ある,92,134
,メイション,92,135
,は,92,136
,、,92,137
,設立,92,138
,以来,92,139
,、,92,140
,カジュアル,92,141
,ウェディング,92,142
,業界,92,143
,で,92,144
,新た,92,145
,な,92,146
,結婚式,92,147
,スタイル,92,148
,を,92,149
,創造,92,150
,し,92,151
,、,92,152
各位 2019 年 ５月 22 日 会社 名 株式会社 ＵＭＮ ファーマ 代表 者 名 代表 取締役 会長 兼 社長 平野 達 義 問合せ 先 取締役 財務 部長 橋本 裕之 電 （ コード 番号 ： ４ ５ ８ ５ 東証 マザーズ ） 話 ０ ４ ５ － ５ ９ ５ － ９ ８ ４ ０ 塩野義製薬 株式会社 と の 資本 資本 資本 資本 業務 提携 に 係る 塩野義製薬 株式会社 と の 業務 提携 に 係る 塩野義製薬 株式会社 と の 塩野義製薬 株式会社 と の 業務 提携 に 係る 業務 提携 に 係る マイル ストーン 達成 達成 達成 達成 確認 確認 確認 確認 に関する お知らせ 第 ３ 第 ３ 第 ３ 第 ３ 回 回 回 回 開発 開発 開発 開発 マイル ストーン に関する お知らせ マイルストーンマイルストーン に関する お知らせ に関する お知らせ 本日 、 当社 は 、 2017 年 10 月 31 日 付 にて 締結 し た 塩野義製薬 株式会社 （ 本社 ： 大阪 市 中央 区 、 代表 取締役 社長 ： 手代木 功 ） と の 資本 業務 提携 契約,各位,93,0
,2019,93,1
,年,93,2
,５月,93,3
,22,93,4
,日,93,5
,会社,93,6
,名,93,7
,株式会社,93,8
,ＵＭＮ,93,9
,ファーマ,93,10
,代表,93,11
,者,93,12
,名,93,13
,代表,93,14
,取締役,93,15
,会長,93,16
,兼,93,17
,社長,93,18
,平野,93,19
,達,93,20
,義,93,21
,問合せ,93,22
,先,93,23
,取締役,93,24
,財務,93,25
,部長,93,26
,橋本,93,27
,裕之,93,28
,電,93,29
,（,93,30
,コード,93,31
,番号,93,32
,：,93,33
,４,93,34
,５,93,35
,８,93,36
,５,93,37
,東証,93,38
,マザーズ,93,39
,）,93,40
,話,93,41
,０,93,42
,４,93,43
,５,93,44
,－,93,45
,５,93,46
,９,93,47
,５,93,48
,－,93,49
,９,93,50
,８,93,51
,４,93,52
,０,93,53
,塩野義製薬,93,54
,株式会社,93,55
,と,93,56
,の,93,57
,資本,93,58
,資本,93,59
,資本,93,60
,資本,93,61
,業務,93,62
,提携,93,63
,に,93,64
,係る,93,65
,塩野義製薬,93,66
,株式会社,93,67
,と,93,68
,の,93,69
,業務,93,70
,提携,93,71
,に,93,72
,係る,93,73
,塩野義製薬,93,74
,株式会社,93,75
,と,93,76
,の,93,77
,塩野義製薬,93,78
,株式会社,93,79
,と,93,80
,の,93,81
,業務,93,82
,提携,93,83
,に,93,84
,係る,93,85
,業務,93,86
,提携,93,87
,に,93,88
,係る,93,89
,マイル,93,90
,ストーン,93,91
,達成,93,92
,達成,93,93
,達成,93,94
,達成,93,95
,確認,93,96
,確認,93,97
,確認,93,98
,確認,93,99
,に関する,93,100
,お知らせ,93,101
,第,93,102
,３,93,103
,第,93,104
,３,93,105
,第,93,106
,３,93,107
,第,93,108
,３,93,109
,回,93,110
,回,93,111
,回,93,112
,回,93,113
,開発,93,114
,開発,93,115
,開発,93,116
,開発,93,117
,マイル,93,118
,ストーン,93,119
,に関する,93,120
,お知らせ,93,121
,マイルストーンマイルストーン,93,122
,に関する,93,123
,お知らせ,93,124
,に関する,93,125
,お知らせ,93,126
,本日,93,127
,、,93,128
,当社,93,129
,は,93,130
,、,93,131
,2017,93,132
,年,93,133
,10,93,134
,月,93,135
,31,93,136
,日,93,137
,付,93,138
,にて,93,139
,締結,93,140
,し,93,141
,た,93,142
,塩野義製薬,93,143
,株式会社,93,144
,（,93,145
,本社,93,146
,：,93,147
,大阪,93,148
,市,93,149
,中央,93,150
,区,93,151
,、,93,152
,代表,93,153
,取締役,93,154
,社長,93,155
,：,93,156
,手代木,93,157
,功,93,158
,）,93,159
,と,93,160
,の,93,161
,資本,93,162
,業務,93,163
,提携,93,164
,契約,93,165
"シダックス 株式会社 ユニゾン・キャピタル 株式会社 資本 業務 提携 共同 記者 発表 会 2019 年 5 ⽉ 17 ⽇ シダックス・カルチャービレッジ 2 階 会議 室 本 ⽇ 出席 者 1 ➢ シダックス 株式会社 代表 取締役 会 ⻑兼 社 ⻑志 太 勤 ⼀ （ しだ きん いち ）➢ シダックス 株式会社 取締役 経営 企画 本部 ⻑⼭ 本 ⼤介 （ やまもと だい すけ ）➢ ユニゾン・キャピタル 株式会社 代表 取締役 パートナー 川 﨑達 ⽣ （ かわさ き たつお ） ➢ ユニゾン・キャピタル 株式会社 ディレクター ⽊村 陽 太 （ き むら よう た ） Copyright ( C ) 2019 S H i D A X C O RPORATIONandUnisonCapital , Inc . Allrightsreserved . ユニゾン・キャピタル と の 資本 業務 提携 の 経緯 について シダックス 株式会社 代表 取締役 会 ⻑兼 社 ⻑志 太 勤 ⼀ Copyright ( C ) 2019 S H i D A X C O RPORATIONan",シダックス,94,0
,株式会社,94,1
,ユニゾン・キャピタル,94,2
,株式会社,94,3
,資本,94,4
,業務,94,5
,提携,94,6
,共同,94,7
,記者,94,8
,発表,94,9
,会,94,10
,2019,94,11
,年,94,12
,5,94,13
,⽉,94,14
,17,94,15
,⽇,94,16
,シダックス・カルチャービレッジ,94,17
,2,94,18
,階,94,19
,会議,94,20
,室,94,21
,本,94,22
,⽇,94,23
,出席,94,24
,者,94,25
,1,94,26
,➢,94,27
,シダックス,94,28
,株式会社,94,29
,代表,94,30
,取締役,94,31
,会,94,32
,⻑兼,94,33
,社,94,34
,⻑志,94,35
,太,94,36
,勤,94,37
,⼀,94,38
,（,94,39
,しだ,94,40
,きん,94,41
,いち,94,42
,）➢,94,43
,シダックス,94,44
,株式会社,94,45
,取締役,94,46
,経営,94,47
,企画,94,48
,本部,94,49
,⻑⼭,94,50
,本,94,51
,⼤介,94,52
,（,94,53
,やまもと,94,54
,だい,94,55
,すけ,94,56
,）➢,94,57
,ユニゾン・キャピタル,94,58
,株式会社,94,59
,代表,94,60
,取締役,94,61
,パートナー,94,62
,川,94,63
,﨑達,94,64
,⽣,94,65
,（,94,66
,かわさ,94,67
,き,94,68
,たつお,94,69
,）,94,70
,➢,94,71
,ユニゾン・キャピタル,94,72
,株式会社,94,73
,ディレクター,94,74
,⽊村,94,75
,陽,94,76
,太,94,77
,（,94,78
,き,94,79
,むら,94,80
,よう,94,81
,た,94,82
,）,94,83
,Copyright,94,84
,(,94,85
,C,94,86
,),94,87
,2019,94,88
,S,94,89
,H,94,90
,i,94,91
,D,94,92
,A,94,93
,X,94,94
,C,94,95
,O,94,96
,RPORATIONandUnisonCapital,94,97
,",",94,98
,Inc,94,99
,.,94,100
,Allrightsreserved,94,101
,.,94,102
,ユニゾン・キャピタル,94,103
,と,94,104
,の,94,105
,資本,94,106
,業務,94,107
,提携,94,108
,の,94,109
,経緯,94,110
,について,94,111
,シダックス,94,112
,株式会社,94,113
,代表,94,114
,取締役,94,115
,会,94,116
,⻑兼,94,117
,社,94,118
,⻑志,94,119
,太,94,120
,勤,94,121
,⼀,94,122
,Copyright,94,123
,(,94,124
,C,94,125
,),94,126
,2019,94,127
,S,94,128
,H,94,129
,i,94,130
,D,94,131
,A,94,132
,X,94,133
,C,94,134
,O,94,135
,RPORATIONan,94,136
各位 2019 年 ５月 21 日 会社 名 オンキヨー 株式会社 代表 者 名 代表 取締役 社長 大 朏宗 徳 （ ＪＡＳＤＡＱ ・ コード ６ ６ ２ ８ ） 問合せ 先 役職 ・ 氏名 取締役 経営 企画 室長 林 亨 電話 ０ ６ － ６ ２ ２ ６ － ７ ３ ４ ３ （ 開示 事項 の 経過 ） 子会社 の 異動 を 伴う 株式 譲渡 及び 子会社 の 一部 事業 譲渡 に かかる 契約 締結 に関する お知らせ 当社 は 、 2019 年 ５月 21 日 開催 の 当社 取締役 会 において 、 2019 年 ６月 26 日 に 開催 を 予定 し て いる 当社 定時 株主 総会 の 承認 を 得 られる こと を 条件 として 、 当社 が ViperHoldingsCorporation （ 以下 、 「 ViperHoldings 社 」 と いい ます 。 ） に 、 当社 連結 子会社 で ある オンキヨー ＆ パイオニア 株式会社 （ 以下 、 「 ＯＰＣ 」 と いい ます 。 ） 及び その 子会社 で ある ONKYOASIAELECTORONICS,各位,95,0
,2019,95,1
,年,95,2
,５月,95,3
,21,95,4
,日,95,5
,会社,95,6
,名,95,7
,オンキヨー,95,8
,株式会社,95,9
,代表,95,10
,者,95,11
,名,95,12
,代表,95,13
,取締役,95,14
,社長,95,15
,大,95,16
,朏宗,95,17
,徳,95,18
,（,95,19
,ＪＡＳＤＡＱ,95,20
,・,95,21
,コード,95,22
,６,95,23
,６,95,24
,２,95,25
,８,95,26
,）,95,27
,問合せ,95,28
,先,95,29
,役職,95,30
,・,95,31
,氏名,95,32
,取締役,95,33
,経営,95,34
,企画,95,35
,室長,95,36
,林,95,37
,亨,95,38
,電話,95,39
,０,95,40
,６,95,41
,－,95,42
,６,95,43
,２,95,44
,２,95,45
,６,95,46
,－,95,47
,７,95,48
,３,95,49
,４,95,50
,３,95,51
,（,95,52
,開示,95,53
,事項,95,54
,の,95,55
,経過,95,56
,）,95,57
,子会社,95,58
,の,95,59
,異動,95,60
,を,95,61
,伴う,95,62
,株式,95,63
,譲渡,95,64
,及び,95,65
,子会社,95,66
,の,95,67
,一部,95,68
,事業,95,69
,譲渡,95,70
,に,95,71
,かかる,95,72
,契約,95,73
,締結,95,74
,に関する,95,75
,お知らせ,95,76
,当社,95,77
,は,95,78
,、,95,79
,2019,95,80
,年,95,81
,５月,95,82
,21,95,83
,日,95,84
,開催,95,85
,の,95,86
,当社,95,87
,取締役,95,88
,会,95,89
,において,95,90
,、,95,91
,2019,95,92
,年,95,93
,６月,95,94
,26,95,95
,日,95,96
,に,95,97
,開催,95,98
,を,95,99
,予定,95,100
,し,95,101
,て,95,102
,いる,95,103
,当社,95,104
,定時,95,105
,株主,95,106
,総会,95,107
,の,95,108
,承認,95,109
,を,95,110
,得,95,111
,られる,95,112
,こと,95,113
,を,95,114
,条件,95,115
,として,95,116
,、,95,117
,当社,95,118
,が,95,119
,ViperHoldingsCorporation,95,120
,（,95,121
,以下,95,122
,、,95,123
,「,95,124
,ViperHoldings,95,125
,社,95,126
,」,95,127
,と,95,128
,いい,95,129
,ます,95,130
,。,95,131
,）,95,132
,に,95,133
,、,95,134
,当社,95,135
,連結,95,136
,子会社,95,137
,で,95,138
,ある,95,139
,オンキヨー,95,140
,＆,95,141
,パイオニア,95,142
,株式会社,95,143
,（,95,144
,以下,95,145
,、,95,146
,「,95,147
,ＯＰＣ,95,148
,」,95,149
,と,95,150
,いい,95,151
,ます,95,152
,。,95,153
,）,95,154
,及び,95,155
,その,95,156
,子会社,95,157
,で,95,158
,ある,95,159
,ONKYOASIAELECTORONICS,95,160
"株式会社 ネタ もと （ 旧 社名 ： リアライズ ） 東京 都 港 区 北青山 ２ － １ ２ － １ ６ 北 青山 吉川 ビル ４ Ｆ 代表 取締役 本村 衆 １ 億 5 , 200 万 円 （ 資本 準備 金 を 含む ） 2000 年 11 月 名称 所在地 代表 者 資本 金 事業 内容 設立 URL 株式会社 ネタ もと と 資本 業務 提携 企業 ・ 団体 と 報道 関係 者 を つなぐ 情報 マッチング プラットフォーム 「 ネタ もと 」 の 運営 ＰＲ 業務 代行 ・ アドバイザー 業務 人材 紹介 サービス NOWLOADING ニュース ＆ トピックス 2019 . 05 . 23 総合 PR 会社 共同ピーアール 株式会社 （ 本社 ： 東京 都 中央 区 、 代表 取締役 社長 ： 谷 鉄也 ） は 、 企業 ・ 団体 と 報道 関係 者 を つなぐ 情報 マッチング プラットフォーム 「 ネタ もと 」 を 運営 する 株式会社 ネタ もと （ 本社 ： 東京 都 港 区 、 代表 取締役 ： 本村 衆 ） と 資本 業務 提携 契約 を 本日 締結 いた",株式会社,96,0
,ネタ,96,1
,もと,96,2
,（,96,3
,旧,96,4
,社名,96,5
,：,96,6
,リアライズ,96,7
,）,96,8
,東京,96,9
,都,96,10
,港,96,11
,区,96,12
,北青山,96,13
,２,96,14
,－,96,15
,１,96,16
,２,96,17
,－,96,18
,１,96,19
,６,96,20
,北,96,21
,青山,96,22
,吉川,96,23
,ビル,96,24
,４,96,25
,Ｆ,96,26
,代表,96,27
,取締役,96,28
,本村,96,29
,衆,96,30
,１,96,31
,億,96,32
,5,96,33
,",",96,34
,200,96,35
,万,96,36
,円,96,37
,（,96,38
,資本,96,39
,準備,96,40
